time,tof_height,accel_x,accel_y,accel_z,inlet_pressure,air_spring_pressure,inlet_valve,exhaust_valve
6.9339,167.5128,-0.0363,0.1194,9.8743,2.9653,1.4798,1,0
6.9539,167.5090,0.0515,0.0177,9.8094,2.9691,1.4955,1,0
6.9739,167.5051,0.0894,-0.0193,9.7699,2.9695,1.4975,1,0
6.9940,167.5012,0.0229,-0.0263,9.7684,2.9634,1.4898,1,0
7.0140,167.4973,0.0650,-0.0070,9.7871,2.9715,1.4924,0,1
7.0341,167.4937,-0.0691,-0.0277,9.7508,2.9731,1.4900,0,1
7.0541,167.4905,-0.0097,0.0122,9.6959,2.9740,1.4911,0,1
7.0741,167.4877,-0.0203,-0.1089,9.8626,2.9714,1.4955,0,1
7.0942,167.4855,0.0658,-0.0726,9.8398,2.9726,1.5029,0,1
7.1142,167.4839,-0.0494,0.0487,9.8287,2.9735,1.5073,0,1
7.1343,167.4829,-0.0208,-0.0206,9.8124,2.9780,1.5196,0,1
7.1543,167.4825,0.0317,-0.0299,9.7129,2.9757,1.5055,0,1
7.1743,167.4828,0.0103,0.0335,9.7242,2.9820,1.4949,0,1
7.1944,167.4837,-0.1167,0.0690,9.8027,2.9846,1.4988,0,1
7.2144,167.4851,0.0403,-0.1151,9.9624,2.9806,1.4987,0,1
7.2345,167.4870,-0.0533,0.0122,9.6801,2.9791,1.5099,0,1
7.2545,167.4892,-0.1025,0.0191,9.7643,2.9863,1.5119,0,1
7.2745,167.4918,0.0042,-0.0235,9.8771,2.9937,1.4967,0,1
7.2946,167.4945,0.1228,-0.0325,9.9375,2.9899,1.5072,0,1
7.3146,167.4974,0.0699,-0.0320,9.8851,2.9817,1.5186,0,1
7.3347,167.5002,-0.1089,0.0640,9.7388,2.9952,1.4979,0,1
7.3547,167.5029,0.0120,0.0190,9.8050,2.9926,1.4987,0,1
7.3747,167.5054,0.0215,-0.0407,9.8293,2.9856,1.5111,0,1
7.3948,167.5076,-0.0712,0.0472,9.8180,3.0009,1.5132,0,1
7.4148,167.5094,0.0359,-0.0807,9.8163,2.9982,1.5101,0,1
7.4349,167.5109,-0.0579,-0.0297,9.8613,3.0027,1.5068,0,1
7.4549,167.5119,-0.0056,0.0111,9.7715,3.0013,1.4934,0,1
7.4749,167.5124,-0.0818,-0.0015,10.0381,2.9913,1.4996,0,1
7.4950,167.5125,0.0218,-0.0076,9.7001,2.9976,1.5134,0,1
7.5150,167.5121,0.0755,-0.0456,9.9859,3.0070,1.4868,0,1
7.5351,167.5114,0.0099,-0.0181,9.9384,3.0030,1.4962,0,1
7.5551,167.5102,-0.0489,0.0764,9.6492,2.9989,1.5045,0,1
7.5752,167.5088,0.0433,0.0846,9.7615,3.0028,1.5003,0,1
7.5952,167.5071,0.0035,-0.0077,9.8851,3.0068,1.5060,0,1
7.6152,167.5052,-0.0575,0.0777,10.0332,3.0107,1.5172,0,1
7.6353,167.5032,-0.0033,0.0115,9.7249,3.0041,1.5000,0,1
7.6553,167.5011,0.0295,0.0432,9.8681,3.0144,1.4940,0,1
7.6754,167.4991,-0.0074,-0.0140,9.7897,3.0104,1.4887,0,1
7.6954,167.4973,0.0181,0.0445,9.7167,3.0136,1.5118,0,1
7.7154,167.4955,0.0290,0.0822,9.7827,3.0173,1.5051,0,1
7.7355,167.4941,0.0782,-0.0185,9.7422,3.0139,1.4939,0,1
7.7555,167.4928,0.0076,0.0057,9.6936,3.0135,1.5025,0,1
7.7756,167.4919,-0.0807,-0.0008,9.9429,3.0234,1.4960,0,1
7.7956,167.4913,0.0492,0.0331,9.8971,3.0187,1.4738,0,1
7.8156,167.4910,-0.0255,0.0705,9.8025,3.0180,1.4968,0,1
7.8357,167.4911,-0.1013,0.0181,9.7679,3.0216,1.5069,0,1
7.8557,167.4915,0.0395,0.0485,9.6593,3.0141,1.5044,0,1
7.8758,167.4921,0.0375,-0.0680,9.8591,3.0249,1.4939,0,1
7.8958,167.4930,-0.0229,-0.0051,9.7690,3.0275,1.5067,0,1
7.9158,167.4941,-0.0899,0.0416,9.7597,3.0238,1.4969,0,1
7.9359,167.4954,-0.0441,-0.0212,9.7418,3.0216,1.5066,0,1
7.9559,167.4968,-0.0105,-0.0191,9.6567,3.0291,1.5057,0,1
7.9760,167.4983,-0.0396,-0.0226,9.6725,3.0301,1.5014,0,1
7.9960,167.4997,-0.0735,-0.0027,9.9409,3.0264,1.4996,0,1
8.0160,167.5011,0.0078,-0.0488,9.7479,3.0317,1.5046,1,0
8.0361,167.5024,-0.0686,0.0430,9.7767,3.0344,1.5096,1,0
8.0561,167.5036,-0.0397,0.0370,9.8207,3.0319,1.5056,1,0
8.0762,167.5046,0.0228,-0.0548,9.7641,3.0327,1.5054,1,0
8.0962,167.5054,0.0167,0.0569,9.6858,3.0406,1.4995,1,0
8.1162,167.5060,-0.0156,0.0327,9.8817,3.0310,1.5076,1,0
8.1363,167.5063,0.0652,-0.1011,9.9773,3.0385,1.5000,1,0
8.1563,167.5064,0.0597,-0.0598,9.7785,3.0425,1.5021,1,0
8.1764,167.5063,0.0129,0.0457,9.6862,3.0352,1.5234,1,0
8.1964,167.5060,0.0017,-0.1175,9.8015,3.0419,1.4910,1,0
8.2164,167.5054,0.1053,-0.0290,9.8342,3.0352,1.5054,1,0
8.2365,167.5047,0.0112,-0.0769,9.8023,3.0396,1.4903,1,0
8.2565,167.5039,0.0211,-0.0042,9.7209,3.0401,1.4859,1,0
8.2766,167.5029,0.0242,-0.0213,9.8109,3.0422,1.5013,1,0
8.2966,167.5019,0.0216,0.0329,9.9492,3.0381,1.4952,1,0
8.3166,167.5009,0.0314,-0.0404,9.7539,3.0362,1.4872,1,0
8.3367,167.4998,0.1406,0.0266,9.6972,3.0385,1.4911,1,0
8.3567,167.4988,0.0131,-0.0276,9.8523,3.0463,1.5103,1,0
8.3768,167.4979,0.0537,0.0360,9.9573,3.0460,1.5003,1,0
8.3968,167.4971,-0.0014,0.0206,9.6931,3.0467,1.5049,1,0
8.4168,167.4965,0.0241,0.0476,9.7327,3.0424,1.4993,1,0
8.4369,167.4960,-0.0466,-0.0722,9.6018,3.0460,1.4831,1,0
8.4569,167.4956,0.0854,-0.0218,9.7776,3.0514,1.5082,1,0
8.4770,167.4954,-0.0949,0.0238,9.8894,3.0478,1.4924,1,0
8.4970,167.4954,-0.0656,0.0623,9.8230,3.0481,1.5074,1,0
8.5170,167.4956,-0.0571,-0.0545,9.6849,3.0465,1.4891,1,0
8.5371,167.4959,-0.1015,0.0163,9.8991,3.0480,1.5189,1,0
8.5571,167.4963,0.0094,0.1075,9.9694,3.0543,1.4731,1,0
8.5772,167.4968,0.0065,0.0025,9.5868,3.0401,1.5030,1,0
8.5972,167.4975,-0.0370,0.0185,9.8829,3.0467,1.4901,1,0
8.6172,167.4982,0.0217,0.0121,9.8517,3.0463,1.5005,1,0
8.6373,167.4989,-0.0390,0.0650,9.6389,3.0516,1.5124,1,0
8.6573,167.4997,-0.0005,0.0385,9.8882,3.0480,1.4949,1,0
8.6774,167.5004,0.0297,0.0337,9.7505,3.0484,1.5063,1,0
8.6974,167.5011,0.0379,-0.0137,9.9495,3.0547,1.4974,1,0
8.7174,167.5017,0.0176,0.0535,9.9101,3.0499,1.5076,1,0
8.7375,167.5022,-0.0313,-0.0230,9.7766,3.0502,1.4801,1,0
8.7575,167.5027,-0.0134,0.0371,9.8402,3.0429,1.4741,1,0
8.7776,167.5030,0.0741,-0.0173,9.6310,3.0434,1.5149,1,0
8.7976,167.5032,-0.0051,0.0437,9.6771,3.0496,1.5099,1,0
8.8176,167.5033,-0.0171,0.0320,9.9633,3.0439,1.4811,1,0
8.8377,167.5033,-0.0714,0.0080,9.7926,3.0529,1.5014,1,0
8.8577,167.5031,0.1019,0.0498,9.8624,3.0524,1.4945,1,0
8.8778,167.5029,-0.0053,-0.0715,9.8166,3.0530,1.4911,1,0
8.8978,167.5025,0.0018,0.0342,9.8119,3.0508,1.4960,1,0
8.9178,167.5021,0.0058,-0.0279,9.6978,3.0556,1.5093,1,0
8.9379,167.5016,-0.0248,0.0529,9.8812,3.0408,1.4930,1,0
8.9579,167.5011,-0.1576,-0.0478,9.7132,3.0461,1.5120,1,0
8.9780,167.5006,0.0085,-0.0522,9.7484,3.0445,1.4905,1,0
8.9980,167.5001,-0.0536,-0.0113,9.7950,3.0475,1.5005,1,0
9.0180,167.4995,-0.0188,0.0745,9.5939,3.0571,1.4780,0,1
9.0381,167.4991,0.0205,0.0261,9.9797,3.0528,1.4768,0,1
9.0581,167.4986,-0.0419,-0.0583,9.9343,3.0456,1.4877,0,1
9.0782,167.4983,0.0245,-0.0563,9.7703,3.0498,1.4991,0,1
9.0982,167.4980,-0.0296,0.0342,9.7901,3.0364,1.5062,0,1
9.1182,167.4978,0.0542,0.0266,9.5393,3.0459,1.5126,0,1
9.1383,167.4977,-0.0234,-0.1147,9.7173,3.0408,1.5027,0,1
9.1583,167.4976,0.0309,-0.0801,9.7683,3.0417,1.4980,0,1
9.1784,167.4977,-0.0056,-0.0604,9.8302,3.0491,1.5004,0,1
9.1984,167.4978,0.0197,0.0380,9.8261,3.0467,1.4937,0,1
9.2184,167.4980,-0.0161,0.0388,9.8642,3.0475,1.5261,0,1
9.2385,167.4983,-0.0642,-0.0116,9.7572,3.0395,1.4972,0,1
9.2585,167.4986,-0.0731,0.0737,9.7179,3.0409,1.4971,0,1
9.2786,167.4990,-0.0751,-0.0223,9.6738,3.0426,1.5067,0,1
9.2986,167.4993,-0.0029,-0.0099,9.9206,3.0307,1.5176,0,1
9.3186,167.4997,0.0426,-0.0074,9.8182,3.0322,1.5021,0,1
9.3387,167.5001,-0.0360,-0.0144,9.9516,3.0322,1.5009,0,1
9.3587,167.5005,0.0853,0.1078,9.6057,3.0376,1.4869,0,1
9.3788,167.5008,0.0445,0.0177,9.7775,3.0338,1.5068,0,1
9.3988,167.5011,0.0025,-0.1112,9.5080,3.0270,1.5043,0,1
9.4188,167.5013,0.0275,0.0782,9.8755,3.0339,1.4923,0,1
9.4389,167.5015,0.0727,-0.0510,9.7868,3.0367,1.5064,0,1
9.4589,167.5016,-0.0428,0.0455,9.9134,3.0259,1.4922,0,1
9.4790,167.5017,-0.0871,0.0630,9.7067,3.0381,1.5061,0,1
9.4990,167.5017,-0.1076,-0.0110,9.6930,3.0350,1.4950,0,1
9.5190,167.5016,-0.0069,-0.0477,9.7916,3.0206,1.5180,0,1
9.5391,167.5015,0.0054,0.0751,10.0760,3.0297,1.5052,0,1
9.5591,167.5013,-0.0084,-0.0751,9.8353,3.0288,1.5105,0,1
9.5792,167.5011,-0.0827,0.0753,9.8031,3.0270,1.5061,0,1
9.5992,167.5009,-0.1289,-0.0579,9.6855,3.0275,1.4946,0,1
9.6192,167.5006,-0.0300,0.0276,9.6208,3.0130,1.5009,0,1
9.6393,167.5004,-0.1529,0.0094,9.8151,3.0259,1.5157,0,1
9.6593,167.5001,0.0279,0.0461,9.7509,3.0235,1.4906,0,1
9.6794,167.4998,-0.0432,-0.0106,9.8881,3.0182,1.4821,0,1
9.6994,167.4996,0.0592,-0.0176,9.7125,3.0228,1.4898,0,1
9.7194,167.4994,-0.0301,-0.0105,9.9162,3.0129,1.5056,0,1
9.7395,167.4992,0.0606,-0.0274,10.0102,3.0067,1.5055,0,1
9.7595,167.4990,0.0274,-0.0501,9.7788,3.0134,1.5028,0,1
9.7796,167.4989,-0.0160,-0.0766,9.8357,3.0146,1.5015,0,1
9.7996,167.4988,0.0081,-0.0178,9.8070,3.0106,1.4880,0,1
9.8196,167.4988,-0.1033,0.0157,9.7624,3.0068,1.5034,0,1
9.8397,167.4988,0.0639,0.0510,9.8792,3.0050,1.4898,0,1
9.8597,167.4989,-0.0282,0.0234,9.6932,3.0033,1.5036,0,1
9.8798,167.4990,0.0448,0.0168,9.8190,3.0093,1.4909,0,1
9.8998,167.4991,0.0084,0.0195,9.7204,3.0064,1.4999,0,1
9.9198,167.4992,-0.0231,0.0492,9.7450,3.0100,1.4918,0,1
9.9399,167.4994,0.0600,-0.0127,9.7664,3.0020,1.5034,0,1
9.9599,167.4996,-0.0008,0.0142,9.7619,3.0070,1.5085,0,1
9.9800,167.4998,-0.0457,0.0157,9.7851,3.0011,1.5041,0,1
10.0000,167.5000,0.0014,0.0631,9.7976,3.0017,1.4927,1,0
